CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
18078.0,23.0,Male,44.0,11.0,2.0,3.0,Standard,Quarterly,222.0,2.0,1.0
125357.0,25.0,Male,54.0,21.0,6.0,19.0,Basic,Quarterly,587.0,28.0,1.0
212558.0,53.0,Male,36.0,25.0,1.0,19.0,Premium,Quarterly,702.84,12.0,1.0
196852.0,38.0,Female,24.0,27.0,1.0,14.0,Premium,Monthly,854.0,9.0,1.0
273303.0,39.0,Male,3.0,14.0,0.0,18.0,Standard,Annual,577.39,30.0,0.0
196336.0,64.0,Male,14.0,27.0,8.0,1.0,Standard,Quarterly,374.0,2.0,1.0
203748.0,26.0,Male,57.0,2.0,2.0,24.0,Basic,Quarterly,232.0,26.0,1.0
240491.0,35.0,Female,32.0,24.0,4.0,14.0,Standard,Annual,243.34,7.0,1.0
317055.0,45.0,Male,40.0,16.0,1.0,7.0,Basic,Quarterly,634.57,30.0,0.0
317336.0,47.0,Male,51.0,9.0,3.0,2.0,Standard,Quarterly,700.42,20.0,0.0
107352.0,18.0,Male,53.0,22.0,10.0,27.0,Basic,Annual,962.0,24.0,1.0
82093.0,27.0,Female,12.0,23.0,1.0,29.0,Basic,Quarterly,703.0,21.0,1.0
323636.0,47.0,Male,30.0,22.0,1.0,6.0,Standard,Annual,672.04,14.0,0.0
257073.0,51.0,Female,18.0,13.0,4.0,2.0,Premium,Quarterly,923.46,14.0,1.0
271261.0,42.0,Male,4.0,17.0,1.0,13.0,Standard,Annual,513.02,22.0,0.0
130193.0,31.0,Male,26.0,7.0,6.0,7.0,Basic,Annual,100.0,9.0,1.0
344117.0,27.0,Female,57.0,15.0,1.0,2.0,Standard,Quarterly,540.16,15.0,0.0
121152.0,48.0,Female,3.0,29.0,6.0,24.0,Basic,Annual,286.0,17.0,1.0
263711.0,46.0,Male,32.0,13.0,0.0,11.0,Basic,Annual,653.2,17.0,0.0
150573.0,52.0,Male,22.0,15.0,6.0,24.0,Basic,Monthly,303.0,24.0,1.0
439001.0,25.0,Male,18.0,14.0,0.0,8.0,Basic,Quarterly,983.74,30.0,0.0
191939.0,57.0,Female,58.0,20.0,6.0,4.0,Premium,Annual,719.0,27.0,1.0
329071.0,46.0,Male,53.0,25.0,0.0,9.0,Standard,Quarterly,933.14,15.0,0.0
304421.0,47.0,Female,25.0,8.0,3.0,3.0,Basic,Quarterly,881.94,5.0,0.0
260572.0,38.0,Male,11.0,27.0,3.0,13.0,Standard,Annual,721.13,15.0,0.0
224094.0,35.0,Female,29.0,22.0,8.0,28.0,Standard,Annual,293.43,22.0,1.0
192947.0,52.0,Female,59.0,20.0,3.0,21.0,Basic,Quarterly,938.0,6.0,1.0
427619.0,29.0,Male,7.0,12.0,0.0,1.0,Basic,Quarterly,522.89,9.0,0.0
251008.0,48.0,Female,12.0,4.0,5.0,6.0,Premium,Monthly,857.91,22.0,1.0
164055.0,57.0,Male,16.0,16.0,8.0,2.0,Basic,Quarterly,696.0,7.0,1.0
83816.0,27.0,Female,45.0,1.0,3.0,16.0,Premium,Quarterly,606.0,26.0,1.0
397886.0,41.0,Male,24.0,16.0,4.0,7.0,Basic,Quarterly,521.51,7.0,0.0
446301.0,38.0,Male,42.0,28.0,2.0,14.0,Premium,Quarterly,877.09,6.0,0.0
395560.0,32.0,Male,10.0,13.0,1.0,3.0,Basic,Quarterly,532.52,6.0,0.0
82079.0,38.0,Male,3.0,26.0,7.0,11.0,Standard,Monthly,818.0,23.0,1.0
352474.0,28.0,Female,52.0,25.0,1.0,0.0,Standard,Annual,953.27,8.0,0.0
97777.0,23.0,Female,49.0,20.0,2.0,22.0,Premium,Monthly,344.0,4.0,1.0
311967.0,37.0,Female,34.0,15.0,2.0,15.0,Standard,Annual,677.41,13.0,0.0
15048.0,36.0,Female,44.0,21.0,5.0,16.0,Basic,Annual,159.0,19.0,1.0
241884.0,64.0,Female,5.0,2.0,2.0,28.0,Standard,Quarterly,121.72,19.0,1.0
300435.0,27.0,Female,33.0,25.0,2.0,7.0,Standard,Quarterly,747.09,12.0,0.0
216991.0,58.0,Female,18.0,20.0,3.0,14.0,Premium,Quarterly,118.42,29.0,1.0
89781.0,42.0,Male,49.0,26.0,8.0,14.0,Basic,Monthly,515.0,29.0,1.0
336811.0,25.0,Male,45.0,19.0,2.0,9.0,Basic,Quarterly,611.18,20.0,0.0
312316.0,34.0,Female,36.0,15.0,1.0,19.0,Standard,Annual,566.8,1.0,0.0
90739.0,38.0,Female,21.0,9.0,8.0,6.0,Standard,Annual,649.0,1.0,1.0
39556.0,47.0,Female,12.0,18.0,8.0,16.0,Premium,Annual,376.0,3.0,1.0
388173.0,39.0,Male,26.0,17.0,1.0,8.0,Premium,Annual,751.23,11.0,0.0
299697.0,41.0,Male,50.0,29.0,2.0,9.0,Basic,Quarterly,963.42,14.0,0.0
270173.0,36.0,Male,52.0,12.0,1.0,11.0,Premium,Quarterly,671.23,2.0,0.0
373182.0,32.0,Male,16.0,20.0,1.0,12.0,Standard,Annual,873.88,2.0,0.0
416284.0,36.0,Male,50.0,10.0,1.0,15.0,Premium,Annual,731.15,14.0,0.0
174556.0,41.0,Male,46.0,6.0,8.0,10.0,Standard,Annual,630.0,27.0,1.0
158701.0,42.0,Female,59.0,20.0,9.0,26.0,Standard,Quarterly,425.0,28.0,1.0
190600.0,31.0,Female,38.0,15.0,3.0,20.0,Basic,Monthly,782.0,18.0,1.0
301151.0,47.0,Female,9.0,22.0,2.0,11.0,Standard,Annual,701.11,9.0,0.0
326103.0,31.0,Female,51.0,16.0,2.0,2.0,Premium,Annual,652.43,12.0,0.0
265718.0,18.0,Male,5.0,28.0,1.0,18.0,Premium,Annual,907.53,13.0,0.0
432225.0,47.0,Male,6.0,30.0,0.0,10.0,Standard,Quarterly,729.38,1.0,0.0
69842.0,22.0,Female,32.0,16.0,5.0,22.0,Basic,Annual,994.0,2.0,1.0
403040.0,26.0,Male,49.0,1.0,1.0,2.0,Premium,Annual,892.11,8.0,0.0
366630.0,20.0,Male,11.0,22.0,1.0,1.0,Basic,Quarterly,601.38,1.0,0.0
416028.0,33.0,Male,32.0,20.0,0.0,3.0,Basic,Annual,642.72,7.0,0.0
274392.0,48.0,Male,28.0,14.0,3.0,8.0,Standard,Quarterly,632.2,8.0,0.0
366768.0,42.0,Male,37.0,21.0,4.0,17.0,Basic,Quarterly,552.23,15.0,0.0
281625.0,42.0,Male,33.0,19.0,1.0,5.0,Premium,Annual,790.42,7.0,0.0
168423.0,60.0,Female,43.0,28.0,5.0,8.0,Premium,Quarterly,349.0,11.0,1.0
408823.0,39.0,Male,20.0,24.0,0.0,10.0,Standard,Annual,573.41,30.0,0.0
387146.0,43.0,Male,25.0,24.0,1.0,17.0,Standard,Quarterly,632.36,5.0,0.0
277963.0,32.0,Male,24.0,25.0,2.0,9.0,Basic,Quarterly,574.7,27.0,0.0
126429.0,49.0,Female,45.0,9.0,0.0,17.0,Premium,Annual,766.0,19.0,1.0
4704.0,58.0,Female,29.0,29.0,10.0,22.0,Standard,Monthly,918.0,13.0,1.0
412016.0,48.0,Female,58.0,1.0,4.0,0.0,Standard,Quarterly,806.02,5.0,0.0
349525.0,46.0,Female,22.0,29.0,0.0,7.0,Premium,Quarterly,897.39,5.0,0.0
263461.0,20.0,Male,38.0,3.0,1.0,16.0,Basic,Quarterly,864.11,11.0,0.0
26790.0,61.0,Male,23.0,20.0,0.0,26.0,Premium,Quarterly,620.0,10.0,1.0
425023.0,45.0,Female,20.0,22.0,2.0,0.0,Basic,Annual,930.42,10.0,0.0
364019.0,47.0,Male,20.0,19.0,3.0,16.0,Premium,Annual,935.67,28.0,0.0
73993.0,56.0,Male,27.0,7.0,2.0,4.0,Premium,Monthly,826.0,1.0,1.0
391435.0,32.0,Female,60.0,18.0,2.0,15.0,Premium,Quarterly,834.84,4.0,0.0
239745.0,18.0,Male,40.0,21.0,2.0,26.0,Basic,Quarterly,301.76,10.0,1.0
73930.0,35.0,Female,6.0,8.0,0.0,12.0,Basic,Annual,992.0,19.0,1.0
312581.0,34.0,Female,11.0,4.0,3.0,10.0,Standard,Annual,960.42,3.0,0.0
33070.0,22.0,Female,50.0,21.0,2.0,1.0,Standard,Annual,674.0,23.0,1.0
101786.0,64.0,Male,41.0,8.0,3.0,4.0,Standard,Annual,226.0,28.0,1.0
